"More Democrats think party has better chance of winning 2024 if Biden is replaced than think he should run again – poll","RT"," Democrats are apparently concerned that President Joe Biden would hurt the party’s 2024 prospects if he seeks re-election, as a new poll shows voters preferring a different nominee in the next battle for the White House. Read Full Article at RT.com","2021-11-01 21:15:48","Top News","https://www.rt.com/usa/539114-dems-want-biden-replaced-in-2024/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","6a0f7ad5ea2e8d84f0ba125bc088b385"
"Russian military soon to receive first mass-produced S-500 defense system – Putin","RT"," The first S-500 anti-aircraft missile system is set to be delivered to Russia’s armed forces in the next few years, President Vladimir Putin said. The weapon is expected to be capable of striking down targets in low Earth orbit. Read Full Article at RT.com","2021-11-01 21:10:55","Top News","https://www.rt.com/russia/539112-russia-military-s500-putin/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","e93d021a18f4a0f3e8b66b85d3e3ef99"
"From outcast to icon and back again... Is the international career of one of Russia’s most colorful football heroes over?","RT"," For good or bad, Artem Dzyuba has become one of the faces of Russian football in recent years. But after his latest snub from the squad, the big forward’s eventful career for his country has been cast into undignified uncertainty. Read Full Article at RT.com","2021-11-01 19:46:44","Top News","https://www.rt.com/sport/539076-artem-dzyuba-international-career-russia/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","b3e2748f5b662564e14192e41e663348"
"Russia sees US warships in Black Sea ‘through sights of defense systems,’ Putin says","RT"," President Vladimir Putin has outlined the need to improve Russia’s defense capabilities, warning US warships in the Black Sea are being watched through weapon sights, after two such vessels entered the region in a matter of days. Read Full Article at RT.com","2021-11-01 19:20:20","Top News","https://www.rt.com/russia/539096-us-warships-black-sea/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","9ccdbd059d677ce171d23af29328f814"
"‘Solskjaer is playing 4D chess’: Under-fire Man Utd boss dubbed ‘genius’ for supposed role in facilitating Conte move to Spurs","RT"," Manchester United boss Ole Gunnar Solskjaer has been dubbed a 'genius' for orchestrating a game of '4D chess' that may have effectively ended the club's pursuit of a possible successor in the Old Trafford hotseat. Read Full Article at RT.com","2021-11-01 19:02:24","Top News","https://www.rt.com/sport/539098-solskjaer-genius-spurs-conte/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","aa8e6bea8f116aa1e19a454615963196"
"Nearly 1 in 3 Republicans believe VIOLENCE may be necessary to ‘save America,’ poll shows","RT"," About 30% of Republicans and more than one in six independents believe that “true American patriots” might be forced to take violent action to prevent the country’s downfall, a newly released poll has found. Read Full Article at RT.com","2021-11-01 18:44:29","Top News","https://www.rt.com/usa/539107-poll-portends-us-political-violence/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","7dc63281bb16056358450714a288e307"
"Washington Post refuses to publish Trump’s full response to its Capitol riot ‘investigation’","RT"," The Washington Post supposedly offered former President Donald Trump a chance to address its write-up of the January 6 ‘insurrection’ - which has been recast as a crime against humanity - only to censor the president yet again. Read Full Article at RT.com","2021-11-01 18:22:22","Top News","https://www.rt.com/usa/539099-trump-wapo-response-censored-riot/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","4d3920a9ae6bec1a5832013f474511a6"
"Rape, murder, and ‘restoring virginity’: Honour-based abuse cases soar in Britain, reports say","RT"," The number of so-called ‘honour-based’ abuse offences reported to English police departments has almost doubled in the last five years, and is likely higher still due to under-reporting. Read Full Article at RT.com","2021-11-01 18:03:27","Top News","https://www.rt.com/uk/539102-honour-killings-abuse-cases-uk/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","4070cf7c951fa1b8aaea848e69429140"
"5.9-magnitude earthquake strikes off coast of N. Sumatra, Indonesia – USGS","RT"," A 5.9-magnitude earthquake has been recorded close to the northwestern Indonesian island of Sumatra, the US Geological Survey said on Monday. Initial reports indicate the quake struck at a depth of 6.4km (four miles). Read Full Article at RT.com","2021-11-01 17:49:52","Top News","https://www.rt.com/news/539100-indonesia-earthquake-sumatra-usgs/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","c7c910fac2e0a8bc2edb30438ee8013c"
"Social media trolls could face two years in prison over posts intended to cause ‘psychological harm’ – reports","RT"," British social media users could reportedly face a two-year prison term if they send messages or post content deemed to have caused “psychological harm” under the UK government’s draft law to tackle hate speech and abuse online. Read Full Article at RT.com","2021-11-01 17:48:26","Top News","https://www.rt.com/uk/539103-trolls-prison-psychological-harm/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","bf4f5ccf3cc28e96b0b13dd4911c7cb8"
"Russia ending gas transit through Ukraine escalates risk of WAR, Kiev’s state gas firm claims as Nord Stream 2 tests continue","RT"," Cutting Ukraine off from billions of dollars in Russian gas transit fees by striking new deals to export supplies through pipelines that bypass the country could lead to outright conflict, Kiev’s state gas firm has claimed. Read Full Article at RT.com","2021-11-01 17:41:09","Top News","https://www.rt.com/russia/539101-ukraine-transit-gas-risk-war/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","42c18f0bbeda15f7e883f30db6ca51ca"
"Bill Gates & Jeff Bezos labeled ‘elitist hypocrites’ after reports of superyacht party ahead of climate summit","RT"," Bill Gates and Jeff Bezos were roasted online for their failure to lead by example after reports of the billionaire climate warriors renting superyachts off the coast of Turkey to party ahead of the COP26 climate summit. Read Full Article at RT.com","2021-11-01 17:35:52","Top News","https://www.rt.com/news/539075-gates-bezos-climate-hypocrites/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","71cf5f6c69d3cb79ddf25791803da3a6"
"‘Desperate from the start’: Golf stunner Spiranac issues sarcastic put-down after troll takes aim at racy Halloween outfit","RT"," Golf favorite Paige Spiranac had a blunt answer for a critic who questioned her approach to social media while replying to a popular Halloween-themed photo post she uploaded last weekend. Read Full Article at RT.com","2021-11-01 17:12:27","Top News","https://www.rt.com/sport/539090-spiranac-golf-halloween-harleyquinn/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","de623bdb6aeabd500009e2cffd7fccf5"
"Indonesia first to grant approval to Novavax Covid vaccine in bid to boost inoculation campaign","RT"," The Indonesian government has approved the use of the Novavax Covid vaccine, becoming the first state in the world to greenlight the jab as the country pushes to boost its inoculation program. Read Full Article at RT.com","2021-11-01 16:26:35","Top News","https://www.rt.com/news/539085-indonesia-approve-novavax-covid-vaccine/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","0ecb2fa82a1063b7d1bafa1a22bab03e"
"Energy crisis averted? Russia begins pumping gas to Moldova under new contract","RT"," Russian state energy giant Gazprom has begun exporting gas to Moldova after both parties agreed a new contract to secure supplies. The country had declared a national emergency over shortages and steep price rises for consumers. Read Full Article at RT.com","2021-11-01 16:04:24","Top News","https://www.rt.com/russia/539088-moldova-gas-new-contract/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","58e1543c5be464a3637d71670516e9fe"
"PM Johnson calls on humanity to ‘defuse that bomb’ of climate change in Bond-inspired speech at COP26","RT"," British Prime Minister Boris Johnson has warned that climate change is like a “doomsday device” from a James Bond film and there is no time left on the countdown, as he called on the global community to step up their commitments. Read Full Article at RT.com","2021-11-01 15:58:01","Top News","https://www.rt.com/uk/539089-cop26-johnson-climate-change-bond/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","4cb765221e86d54cc81473c44381ccc9"
"'Yes, we are racists': Group of Ukrainians filmed marching in Kiev dressed as Ku Klux Klan on Halloween","RT"," Shocking scenes from Halloween night in the center of Kiev have been shared on social media after at least 10 Ukrainians in the infamous white-hooded robes of the KKK walked around the city and posed for photos with black people. Read Full Article at RT.com","2021-11-01 15:43:20","Top News","https://www.rt.com/russia/539086-ukraine-march-kukluxklan-halloween/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","4013c31ab9b559f05fa4d977847af3d86f8933ebeddf9ca0341ca0fe298bff0c","dbafb4e3aff2623c884ed1c9e8e567c2"
