"Troy Duffy is making another Boondock Saints, and he wants it to become a John Wick-style franchise","The A.V. Club","The sound you just heard was all of America’s bros crying out in joy from their dorm rooms, apartments, and tech company c-suite offices, because they’re making another damn Boondock Saints movie. We’ll give you a moment here to high-five your closest dude and/or let out a heavy sigh of frustration. Read more...","2021-11-01 21:30:00","Entertainment","https://www.avclub.com/troy-duffy-is-making-another-boondock-saints-and-he-wa-1847977686","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","8bf3a719fc225e56584d1a24683de1cc"
"Sydney installs not-at-all ominous Squid Game death statue to stare out at city's residents","The A.V. Club","Among the many horrors sloughed off Squid Game’s leviathan cultural presence—babies wearing the costumes of damned contestants, a truly absurd NFT scam, kids playing playground games on playgrounds again—the most innocuous but hilariously threatening of them all may be the temporary installation of the show’s little…Read more...","2021-11-01 21:15:00","Entertainment","https://www.avclub.com/sydney-installs-not-at-all-ominous-squid-game-death-sta-1847974757","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","f267be137133fb226e309589b97aa144"
"Image Comics workers form new comic book union","The A.V. Club","The growing wave of worker organization has officially touched the comic book industry. Artists and writers from Image Comics have come together to form Comic Book Workers United, and are now requesting voluntary recognition from the company and  the comic book industry.Read more...","2021-11-01 20:45:00","Entertainment","https://www.avclub.com/image-comics-workers-form-new-comic-book-union-1847976989","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","a03ec1e81dd14f57a5dbe3463ebb9652"
"The 6 best movies on Netflix in November 2021","The A.V. Club","Although Netflix’s ratio of catalog titles to in-house originals decreases every year, the streaming service still adds a handful of worthy titles to its ranks every month alongside the latest Netflix productions. November’s film offerings are bolstered by the movie-star charisma of three legendary leading men, as…Read more...","2021-11-01 20:15:00","Entertainment","https://www.avclub.com/the-6-best-movies-on-netflix-in-november-2021-1847965627","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","21669668826774abf820d04e824bbad0"
"Roland Emmerich's Moonfall continues to look like the best/dumbest movie in its second trailer","The A.V. Club","There’s something truly invigorating about watching a filmmaker operating at the absolute apex of their abilities, putting so much of their heart and soul into a project that you can actually see it uncompromisingly reflected on the screen. We’re talking cinema as art, not as the soulless cog in some mouse’s marketing…Read more...","2021-11-01 20:06:00","Entertainment","https://www.avclub.com/roland-emmerichs-moonfall-continues-to-look-like-the-be-1847976858","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","302d5b6af80c015c8bbde51e305c212d"
"The 9 best movies on Amazon Prime in November 2021","The A.V. Club","Are you one of those people who thinks November 1 is a little early to be decorating for the holidays? Looking for something to watch in November that doesn’t involve Christmas cheer and/or a harried big-city businesswoman learning how to love again with the help of a hunky lumberjack? Then turn to Amazon Prime, whose…Read more...","2021-11-01 20:00:00","Entertainment","https://www.avclub.com/the-9-best-movies-on-amazon-prime-in-november-2021-1847975180","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","3bb718c9516cc67046cec166fcf3ddbe"
"Ed Sheeran wanted to love his Game Of Thrones cameo but everyone muddied his joy","The A.V. Club","Singer Ed Sheeran has had his fair share of guest appearances on television shows and films over the years, such as Bridget Jones’s Baby (2016), The Simpsons, Yesterday, and Amazon’s Modern Love series. However, his most controversial appearance happened in 2017, when he took on a small role in HBO’s lauded fantasy…Read more...","2021-11-01 19:46:00","Entertainment","https://www.avclub.com/ed-sheeran-wanted-to-love-his-game-of-thrones-cameo-but-1847976424","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","3d3d202547811bc0442d22b135e1d0c8"
"The 9 best movies streaming on Hulu in November 2021","The A.V. Club","November is something of a bridge month for the movies. It’s a way station not only between Halloween horror movies and Christmas feel-good fare, but also the beginning of the uphill climb towards awards season. Hulu’s new streaming offerings for the month are similarly eclectic, offering up a combination of…Read more...","2021-11-01 19:45:00","Entertainment","https://www.avclub.com/the-9-best-movies-streaming-on-hulu-in-november-2021-1847963772","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","4168f0d022a160dcef08d1d716f5f5fe"
"Eugene Levy will jet set around the world in Apple TV Plus' travel series The Reluctant Traveler","The A.V. Club","Schitt’s Creek’s Eugene Levy has his bags packed and plane tickets booked, even if he’s not quite ready for it. The actor’s next big adventure will take him all around the world as the host of a new travel series from Apple TV+, The Reluctant Traveler. Read more...","2021-11-01 17:53:00","Entertainment","https://www.avclub.com/eugene-levy-will-jet-set-around-the-world-in-apple-tv-p-1847975111","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","e4d056e6ef283cded74d370195dac17e"
"Mariah Carey, filled with festive power, declares that Christmas has now begun","The A.V. Club","The pumpkins have barely begun to decompose and already the tinsel-draped, candy cane-patterned wheels of Mariah Carey’s Christmas-themed armored column has begun thundering into our minds in the first shock volley of her seasonal offensive. As in years past, the last 10 months have been nothing but a prelude to the…Read more...","2021-11-01 17:30:00","Entertainment","https://www.avclub.com/mariah-carey-filled-with-festive-power-declares-that-1847974208","ce73af72fab6dbc44c954ca823ba22c483eb8e6897f6f3725b2ec7f5cea52af4","620b7583b681d83ea4a3bdcd03c7d7e6"
