"United: San Francisco – Fort Myers, Florida (and vice versa). $297. Roundtrip, including all Taxes","The Flight Deal","A good sale for nonstop service to/from Fort Myers This is a regular economy fare with advance seat assignment and normal size Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 18:35:43","Travel","https://www.theflightdeal.com/2021/11/01/united-san-francisco-fort-myers-florida-and-vice-versa-297-roundtrip-including-all-taxes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","43b8e7cbe4f0c70455f87a4e6d657517"
"The Shorthaul – United: Los Angeles – Seattle, Washington (and vice versa). $117. Roundtrip, including all Taxes","The Flight Deal","A good sale for nonstop service to/from Seattle This is a regular economy fare with advance seat assignment and normal size carry-on Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 18:30:58","Travel","https://www.theflightdeal.com/2021/11/01/the-shorthaul-united-los-angeles-seattle-washington-and-vice-versa-117-roundtrip-including-all-taxes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","519806e2baba24031004fbd6efb094d7"
"Alaska Air: Portland – Fort Lauderdale (and vice versa). $157 (Basic Economy) / $257 (Regular Economy). Roundtrip, including all Taxes","The Flight Deal","A good sale for nonstop service to/from Fort Lauderdale The $257 is the Regular Economy fare with advance seat assignment, changes and Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 18:25:50","Travel","https://www.theflightdeal.com/2021/11/01/alaska-air-portland-fort-lauderdale-and-vice-versa-157-basic-economy-257-regular-economy-roundtrip-including-all-taxes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","fd2aacc10ecd5e6d79edae7aa65b1612"
"Hawaiian Air: Phoenix – Hilo, Hawaii (and vice versa). $267 (Basic Economy) / $357 (Regular Economy). Roundtrip, including all Taxes","The Flight Deal","A good sale to/from Hilo The $357 fare is a regular economy fare with all the airlines listed. The regular economy fare Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 18:20:41","Travel","https://www.theflightdeal.com/2021/11/01/hawaiian-air-phoenix-hilo-hawaii-and-vice-versa-267-basic-economy-357-regular-economy-roundtrip-including-all-taxes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","a6fc6143a332f7f956e136640aefc298"
"Delta: New York – San Salvador, El Salvador. $195. Roundtrip, including all Taxes","The Flight Deal","A good sale for nonstop service to El Salvador This is a regular economy fare with advance seat assignment and normal size Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 17:55:55","Travel","https://www.theflightdeal.com/2021/11/01/delta-new-york-san-salvador-el-salvador-195-roundtrip-including-all-taxes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","de547339794157d4533024194e891cc7"
"Air Canada: San Francisco – Cairo, Egypt. $609. Roundtrip, including all Taxes","The Flight Deal","A good sale to Cairo. Here’s are some practical travel tips to Cairo. Sample Travel Date: Sample from San Francisco May 5th Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 17:25:06","Travel","https://www.theflightdeal.com/2021/11/01/air-canada-san-francisco-cairo-egypt-609-roundtrip-including-all-taxes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","e3d762de6b5228fcea3a5185dbd649cb"
"American: Philadelphia – Panama City, Panama. $269. Roundtrip, including all Taxes","The Flight Deal","A good sale to Panama. This is a regular economy fare with advance seat assignment and normal size carry-on included Sample Travel Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 16:55:05","Travel","https://www.theflightdeal.com/2021/11/01/american-philadelphia-panama-city-panama-269-roundtrip-including-all-taxes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","1d8735239bf50c65d14bb243d2da9d3f"
"Air Canada: Seattle – Dubai, United Arab Emirates. $643. Roundtrip, including all Taxes","The Flight Deal","A good sale to Dubai. Here are some practical travel tips to Abu Dhabi and Dubai. Sample Travel Date: January 19th – Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 16:25:00","Travel","https://www.theflightdeal.com/2021/11/01/air-canada-seattle-dubai-united-arab-emirates-643-roundtrip-including-all-taxes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","869ee6f2ac1c3ee80bf791934748cbc6"
"American: Los Angeles – Cancun, Mexico. $274. Roundtrip, including all Taxes","The Flight Deal","A good sale to Cancun This is a regular economy fare with advance seat assignment and normal size carry-on included If you Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 16:05:20","Travel","https://www.theflightdeal.com/2021/11/01/american-los-angeles-cancun-mexico-274-roundtrip-including-all-taxes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","d592ad704fa525222306375255615cbd"
"American: Dallas – Tampa (and vice versa). $97. Roundtrip, including all Taxes","The Flight Deal","A good sale to/from Tampa. This is a regular economy fare with advance seat assignment and normal size carry-on included. Sample Travel Read More[[ This is a content summary only. Visit my website for full links, other content, and more! ]]          ","2021-11-01 15:55:48","Travel","https://www.theflightdeal.com/2021/11/01/american-dallas-tampa-and-vice-versa-97-roundtrip-including-all-taxes-3/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+TheFlightDeal+%28The+Flight+Deal%29","157bb7de1c9889aa5c7d0288bb0782ed109e12fb33b91397e96118322669e220","6e6bbcd4582eb22d8bb2788051778327"
