"Building a Bicycle Dash Cam With Advanced Capabilites","Hackaday","Riding a bicycle is a wonderful and healthy way to get around. However, just like with any other vehicle on the road, it can be useful to have a camera …read more","2021-11-01 20:00:19","Technology","https://hackaday.com/2021/11/01/building-a-bicycle-dash-cam-with-advanced-capabilites/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","035557536a506d4211afc61abf6b8123"
"Smoothing Out Foam Parts with Lots of Gesso","Hackaday","Whether you’re building a product mock-up or a lightweight enclosure, carving your parts out of hard foam is a fast way to get the job done. Unfortunately, the end result …read more","2021-11-01 19:00:00","Technology","https://hackaday.com/2021/11/01/smoothing-out-foam-parts-with-lots-of-gesso/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","f4c2e4c60a131a0d5666322d80bc905e"
"Shall We Play a Game?","Hackaday","A game show just for hackers like you is coming to the Hackaday Remoticon for the first time this year. Everyone is invited to take part in Hacker Trivia on …read more","2021-11-01 18:01:56","Technology","https://hackaday.com/2021/11/01/shall-we-play-a-game/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","545a515f041ade510bec51ce43735db8"
"Magnesium: Where It Comes From And Why We’re Running Out","Hackaday","Okay, we’re not running out. We actually have tons of the stuff. But there is a global supply chain crisis. Most of the world’s magnesium is processed in China and …read more","2021-11-01 17:00:00","Technology","https://hackaday.com/2021/11/01/magnesium-where-it-comes-from-and-why-were-running-out/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","0236f8ab396ddf3cd8c626c5bd4d5a2f"
"Retro Memory Hack Chat","Hackaday","Join us on Wednesday, November 3 at noon Pacific for the Retro Memory Hack Chat with Andy Geppert! With how cheap and easy-to-integrate modern memory chips have become, it’s easy …read more","2021-11-01 16:00:00","Technology","https://hackaday.com/2021/11/01/retro-memory-hack-chat/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","b55e6e81b6024e33c7335fc263859da0"
"An Emulator for OBP, the Spaceflight Computer From the 1960s","Hackaday","[David Given] frequently dives into retrocomputing, and we don’t just mean he refurbishes old computers. We mean things like creating a simulator and assembler for the OBP spaceflight computer, which …read more","2021-11-01 15:00:00","Technology","https://hackaday.com/2021/11/01/an-emulator-for-obp-the-spaceflight-computer-from-the-1960s/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","d14a5cd8a064cb8bd539f196ecf01b50"
"The Pi Zero 2 W is the Most Efficient Pi","Hackaday","Last week we saw the announcement of the new Raspberry Pi Zero 2 W, which is basically an improved quad-core version of the Pi Zero — more comparable in speed …read more","2021-11-01 14:01:36","Technology","https://hackaday.com/2021/11/01/the-pi-zero-2-w-is-the-most-efficient-pi/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","4a3b5f0af1d069cd3d2cb909e7813f02"
"Modded GBA SP Does its Best Switch Impression","Hackaday","The whole idea behind the Nintendo Switch is that the system isn’t just a handheld, but can be converted into a more traditional home game console when placed into its …read more","2021-11-02 05:00:40","Technology","https://hackaday.com/2021/11/01/modded-gba-sp-does-its-best-switch-impression/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","f88907b8755e4c373f831347349524bb"
"Supersonic Baseball Hitting a Gallon of Mayo Is Great Flow Visualization","Hackaday","Those of us who enjoy seeing mechanical carnage have been blessed by the rise of video sharing services and high speed cameras. Oftentimes, these slow motion videos are heavy on …read more","2021-11-02 02:00:18","Technology","https://hackaday.com/2021/11/01/supersonic-baseball-hitting-a-gallon-of-mayo-is-great-flow-visualization/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","6849e6da2988353914e381e861e14ec5"
"Waterjet-Powered Speedboat For Fun And Research","Hackaday","There are a lot of cliches about the perils of boat ownership. “The best two days of a boat owner’s life are the day they buy their boat, and the …read more","2021-11-01 23:00:16","Technology","https://hackaday.com/2021/11/01/waterjet-powered-speedboat-for-fun-and-research/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","7f7c4234748774f002e2d2089ae430c6"
"Janksy Robot Paints Murals One Dot at a Time","Hackaday","[Stuff Made Here] has a new shop, with a huge blank wall. A blank white wall just wouldn’t do, so rather than paint the wall himself, he designed a robot …read more","2021-11-02 08:00:00","Technology","https://hackaday.com/2021/11/02/janksy-robot-paints-murals-one-dot-at-a-time/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","38920c64105b56348c3f6ac850e22ecd"
"Hedgehog Gesture Sensor Built With Cheap Time-of-Flight Modules","Hackaday","Time-of-flight sensors used to be expensive obscurities, capable of measuring the travel time of photons themselves and often used for tracking purposes. However, the technology is cheaper now, such that …read more","2021-11-02 11:00:00","Technology","https://hackaday.com/2021/11/02/hedgehog-gesture-sensor-built-with-cheap-time-of-flight-modules/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","e139b437d001b7dc9d188ce3f98e3e1b"
"30 Days of Terror: the Logistics of Launching the James Webb Space Telescope","Hackaday","Back during the 2019 Superconference in Pasadena, I had the chance to go to Northrop Grumman’s Redondo Beach campus to get a look at the James Webb Space Telescope. There …read more","2021-11-02 14:01:16","Technology","https://hackaday.com/2021/11/02/30-days-of-terror-the-logistics-of-launching-the-james-webb-space-telescope/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","3d676de504ea6c51722e162ac5b6baa3"
"Hardware Project Becomes Successful Product for Solo Developer","Hackaday","[Michael Lynch] has been a solo developer for over three years now, and has been carefully cataloguing his attempts at generating revenue for himself ever since making the jump to …read more","2021-11-02 15:30:00","Technology","https://hackaday.com/2021/11/02/hardware-project-becomes-successful-product-for-solo-developer/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","97f0bff45e8c68499a2522827582631f"
"How To Get Into Cars: Endurance Racing Builds","Hackaday","Many an automotive enthusiast finds themselves at a track day eventually. Typically, this involves competing against the clock to better one’s laptimes in short sessions throughout the day. Such events are …read more","2021-11-02 17:00:51","Technology","https://hackaday.com/2021/11/02/how-to-get-into-cars-endurance-racing-builds/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","83feaf3a5448099b7dd6c087a26dbcd6"
"Flying Blind: Taking Flight Simulation To A New Level In Accessibility","Hackaday","Software developers [Andy Borka] and [Jason Fayre] have a love for aviation. They are also both totally blind. They’ve developed software called Talking Flight Monitor, and it has made flight …read more","2021-11-02 18:30:00","Technology","https://hackaday.com/2021/11/02/flying-blind-taking-flight-simulation-to-a-new-level-in-accessibility/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","95aaae1e14ebb853202b05dadba50388"
"Computer Vision Lets You Skip Songs with a Glance","Hackaday","Have you ever wished you could control your home automation devices with nothing more than a withering stare? Well then you’re in luck, as [Norbert Zare] has come up with …read more","2021-11-02 20:00:38","Technology","https://hackaday.com/2021/11/02/computer-vision-lets-you-skip-songs-with-a-glance/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","c78af71e6230a93496f1bd9d1c0d502c"
"Cute Little iMac Clone Runs MacOS on a Tiny Screen","Hackaday","Building a Hackintosh – a non-Apple computer running MacOS – has been a favorite pastime of hackers ever since Apple made the switch from PowerPC to Intel hardware. Though usually …read more","2021-11-03 05:00:51","Technology","https://hackaday.com/2021/11/02/cute-little-imac-clone-runs-macos-on-a-tiny-screen/","c1c11e221a01635c389106df93710f78a0eed646dba38c7935ec212ff530a633","07780a267cc5a9775a22d58f314c57d0"
